SN		Schema 2.9																																																																								
SV		2.9																																																																								
C			1																																																																							
T		TOKEN		CP2L2W																																																																						
HR	rowNumber	placementNumber	sourceID	site	packageNPackageType	groupName	primaryPlacement	placementName	supplierProductName	placementUrl	section	target	dimensions	dimensionsPosition	proposalCostMethod	unitType	rate	unitAmount	plannedCost	flightStart	flightEnd	creativeType	creativeTypeDescription	maxFileSize	creativeDueDate	servedBy	estimatedUniqueViews	estimatedPageViews	shareOfVoice	richMediaAccepted	richMediaFeeIncluded	flashVersion	maxLooping	maxAnimationTiming	comments	supplierValidityEndDate	supplerSalesOrderRef	supplierSalesOrderRefVersion	supplierSalesAdserverOID	supplierPlacementRef	supplierOrderDate	inventoryType	subsection	supplierPlacementParentRef	marketRate	marketValue	CC:AGE TARGETING	CC:GENDER TARGETING	CC:AGENCY-PUBLISHER PAID	CC:DAYPART TARGETING	CC:GEO TARGETING LEVEL	CC:BEHAVIORAL TARGETING	CC:CONTEXTUAL TARGETING	CC:RETARGETING	CC:CPE KPI	CC:VENDOR PROPERTY TYPE	CC:PUBLISHER PRODUCT	CC:FEES	CC:COMMISSION	CC:ACTUAL UNIT DIMENSIONS	CC:MEDIA TYPE	CC:GUARANTEED	M:1	M:2	M:3	M:4	M:5	M:6	M:7	M:8	M:9	M:10	M:11	M:12
P	116			GOOGLE.COM	Display Standard			PerfTestCampaign102			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	117			GOOGLE.COM	Display Standard			PerfTestCampaign103			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	118			GOOGLE.COM	Display Standard			PerfTestCampaign104			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	119			GOOGLE.COM	Display Standard			PerfTestCampaign105			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	120			GOOGLE.COM	Display Standard			PerfTestCampaign106			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	121			GOOGLE.COM	Display Standard			PerfTestCampaign107			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	122			GOOGLE.COM	Display Standard			PerfTestCampaign108			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	123			GOOGLE.COM	Display Standard			PerfTestCampaign109			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	124			GOOGLE.COM	Display Standard			PerfTestCampaign110			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	125			GOOGLE.COM	Display Standard			PerfTestCampaign111			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	126			GOOGLE.COM	Display Standard			PerfTestCampaign112			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	127			GOOGLE.COM	Display Standard			PerfTestCampaign113			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	128			GOOGLE.COM	Display Standard			PerfTestCampaign114			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	129			GOOGLE.COM	Display Standard			PerfTestCampaign115			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	130			GOOGLE.COM	Display Standard			PerfTestCampaign116			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	131			GOOGLE.COM	Display Standard			PerfTestCampaign117			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	132			GOOGLE.COM	Display Standard			PerfTestCampaign118			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	133			GOOGLE.COM	Display Standard			PerfTestCampaign119			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	134			GOOGLE.COM	Display Standard			PerfTestCampaign120			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	135			GOOGLE.COM	Display Standard			PerfTestCampaign121			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	136			GOOGLE.COM	Display Standard			PerfTestCampaign122			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	137			GOOGLE.COM	Display Standard			PerfTestCampaign123			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	138			GOOGLE.COM	Display Standard			PerfTestCampaign124			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	139			GOOGLE.COM	Display Standard			PerfTestCampaign125			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	140			GOOGLE.COM	Display Standard			PerfTestCampaign126			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	141			GOOGLE.COM	Display Standard			PerfTestCampaign127			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	142			GOOGLE.COM	Display Standard			PerfTestCampaign128			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	143			GOOGLE.COM	Display Standard			PerfTestCampaign129			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	144			GOOGLE.COM	Display Standard			PerfTestCampaign130			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	145			GOOGLE.COM	Display Standard			PerfTestCampaign131			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	146			GOOGLE.COM	Display Standard			PerfTestCampaign132			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	147			GOOGLE.COM	Display Standard			PerfTestCampaign133			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	148			GOOGLE.COM	Display Standard			PerfTestCampaign134			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	149			GOOGLE.COM	Display Standard			PerfTestCampaign135			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	150			GOOGLE.COM	Display Standard			PerfTestCampaign136			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	151			GOOGLE.COM	Display Standard			PerfTestCampaign137			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	152			GOOGLE.COM	Display Standard			PerfTestCampaign138			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	153			GOOGLE.COM	Display Standard			PerfTestCampaign139			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	154			GOOGLE.COM	Display Standard			PerfTestCampaign140			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	155			GOOGLE.COM	Display Standard			PerfTestCampaign141			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	156			GOOGLE.COM	Display Standard			PerfTestCampaign142			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	157			GOOGLE.COM	Display Standard			PerfTestCampaign143			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	158			GOOGLE.COM	Display Standard			PerfTestCampaign144			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	159			GOOGLE.COM	Display Standard			PerfTestCampaign145			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	160			GOOGLE.COM	Display Standard			PerfTestCampaign146			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	161			GOOGLE.COM	Display Standard			PerfTestCampaign147			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	162			GOOGLE.COM	Display Standard			PerfTestCampaign148			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	163			GOOGLE.COM	Display Standard			PerfTestCampaign149			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	164			GOOGLE.COM	Display Standard			PerfTestCampaign150			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	165			GOOGLE.COM	Display Standard			PerfTestCampaign151			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	166			GOOGLE.COM	Display Standard			PerfTestCampaign152			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	167			GOOGLE.COM	Display Standard			PerfTestCampaign153			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	168			GOOGLE.COM	Display Standard			PerfTestCampaign154			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	169			GOOGLE.COM	Display Standard			PerfTestCampaign155			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	170			GOOGLE.COM	Display Standard			PerfTestCampaign156			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	171			GOOGLE.COM	Display Standard			PerfTestCampaign157			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	172			GOOGLE.COM	Display Standard			PerfTestCampaign158			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	173			GOOGLE.COM	Display Standard			PerfTestCampaign159			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	174			GOOGLE.COM	Display Standard			PerfTestCampaign160			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	175			GOOGLE.COM	Display Standard			PerfTestCampaign161			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	176			GOOGLE.COM	Display Standard			PerfTestCampaign162			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	177			GOOGLE.COM	Display Standard			PerfTestCampaign163			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	178			GOOGLE.COM	Display Standard			PerfTestCampaign164			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	179			GOOGLE.COM	Display Standard			PerfTestCampaign165			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	180			GOOGLE.COM	Display Standard			PerfTestCampaign166			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	181			GOOGLE.COM	Display Standard			PerfTestCampaign167			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	182			GOOGLE.COM	Display Standard			PerfTestCampaign168			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	183			GOOGLE.COM	Display Standard			PerfTestCampaign169			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	184			GOOGLE.COM	Display Standard			PerfTestCampaign170			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	185			GOOGLE.COM	Display Standard			PerfTestCampaign171			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	186			GOOGLE.COM	Display Standard			PerfTestCampaign172			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	187			GOOGLE.COM	Display Standard			PerfTestCampaign173			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	188			GOOGLE.COM	Display Standard			PerfTestCampaign174			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	189			GOOGLE.COM	Display Standard			PerfTestCampaign175			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	190			GOOGLE.COM	Display Standard			PerfTestCampaign176			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	191			GOOGLE.COM	Display Standard			PerfTestCampaign177			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	192			GOOGLE.COM	Display Standard			PerfTestCampaign178			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	193			GOOGLE.COM	Display Standard			PerfTestCampaign179			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	194			GOOGLE.COM	Display Standard			PerfTestCampaign180			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	195			GOOGLE.COM	Display Standard			PerfTestCampaign181			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	196			GOOGLE.COM	Display Standard			PerfTestCampaign182			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	197			GOOGLE.COM	Display Standard			PerfTestCampaign183			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	198			GOOGLE.COM	Display Standard			PerfTestCampaign184			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	199			GOOGLE.COM	Display Standard			PerfTestCampaign185			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	200			GOOGLE.COM	Display Standard			PerfTestCampaign186			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	201			GOOGLE.COM	Display Standard			PerfTestCampaign187			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	202			GOOGLE.COM	Display Standard			PerfTestCampaign188			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	203			GOOGLE.COM	Display Standard			PerfTestCampaign189			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	204			GOOGLE.COM	Display Standard			PerfTestCampaign190			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	205			GOOGLE.COM	Display Standard			PerfTestCampaign191			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	206			GOOGLE.COM	Display Standard			PerfTestCampaign192			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	207			GOOGLE.COM	Display Standard			PerfTestCampaign193			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	208			GOOGLE.COM	Display Standard			PerfTestCampaign194			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	209			GOOGLE.COM	Display Standard			PerfTestCampaign195			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	210			GOOGLE.COM	Display Standard			PerfTestCampaign196			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
P	211			GOOGLE.COM	Display Standard			PerfTestCampaign197			Beauty	Demo	120 x 60	Button 2	CPM	Impressions	10	100	1	2016-01-01	2016-12-31					Other				No	No																										PER-I-O						13	7	8	8	8	8	8	8	8	8	8	8
